id,category,distance,nodes,strnodes
354,service,76.68900845966816,"[u'1759598197', u'1759597544']",^31.2897002^121.2040527^31.2892555^121.2034358
355,service,76.6890084597373,"[u'1759597544', u'1759598197']",^31.2892555^121.2034358^31.2897002^121.2040527
356,service,222.22628913622484,"[u'1759597581', u'2717807845', u'1759598062', u'1759597768', u'1759597591', u'1759597645', u'1759597641', u'1759598035', u'1759597859', u'1759597545', u'2717421805', u'1759597939', u'1759597983', u'1486922499']",^31.286661^121.2067618^31.2866374^121.2068058^31.2865577^121.2069544^31.286496000000003^121.2070729^31.2864364^121.20727140000001^31.2864226^121.20743770000001^31.286413500000002^121.2077274^31.286431800000003^121.20798490000001^31.286418100000002^121.2081831^31.286386^121.20838159999998^31.286377^121.20842090000001^31.286353899999998^121.20852099999999^31.286308000000002^121.20867120000001^31.2861666^121.20896640000001
357,service,222.22628913588483,"[u'1486922499', u'1759597983', u'1759597939', u'2717421805', u'1759597545', u'1759597859', u'1759598035', u'1759597641', u'1759597645', u'1759597591', u'1759597768', u'1759598062', u'2717807845', u'1759597581']",^31.2861666^121.20896640000001^31.286308000000002^121.20867120000001^31.286353899999998^121.20852099999999^31.286377^121.20842090000001^31.286386^121.20838159999998^31.286418100000002^121.2081831^31.286431800000003^121.20798490000001^31.286413500000002^121.2077274^31.2864226^121.20743770000001^31.2864364^121.20727140000001^31.286496000000003^121.2070729^31.2865577^121.2069544^31.2866374^121.2068058^31.286661^121.2067618
358,trunk,431.7033636376159,"[u'499158759', u'1187061170', u'499158764', u'1187061261', u'499158768', u'1187061218', u'1187061187', u'499158775', u'499158780', u'1187045165']",^31.2871701^121.20114540000002^31.2870377^121.2016187^31.286880600000003^121.20211299999998^31.286701^121.20258100000001^31.2865055^121.20303700000001^31.286298300000002^121.2034787^31.2860647^121.20390249999998^31.285819099999998^121.2042977^31.2855488^121.20468909999998^31.2852686^121.2050544
359,trunk,431.7033636371367,"[u'1187045165', u'499158780', u'499158775', u'1187061187', u'1187061218', u'499158768', u'1187061261', u'499158764', u'1187061170', u'499158759']",^31.2852686^121.2050544^31.2855488^121.20468909999998^31.285819099999998^121.2042977^31.2860647^121.20390249999998^31.286298300000002^121.2034787^31.2865055^121.20303700000001^31.286701^121.20258100000001^31.286880600000003^121.20211299999998^31.2870377^121.2016187^31.2871701^121.20114540000002
360,service,139.4634814466639,"[u'1797189479', u'1797189475', u'1797189476', u'1797189477', u'1797189478', u'1797189480', u'1797189482', u'1797189483', u'1797189484', u'3879204088', u'1759597674']",^31.292473699999995^121.2169842^31.2924374^121.2177646^31.292439899999998^121.21781419999999^31.2924473^121.21785359999998^31.2924635^121.21789150000001^31.292486^121.21793670000001^31.292504700000002^121.21798190000001^31.2925196^121.2180301^31.2925333^121.2180913^31.2925567^121.2181629^31.292635200000003^121.2184035
361,service,139.46348144610465,"[u'1759597674', u'3879204088', u'1797189484', u'1797189483', u'1797189482', u'1797189480', u'1797189478', u'1797189477', u'1797189476', u'1797189475', u'1797189479']",^31.292635200000003^121.2184035^31.2925567^121.2181629^31.2925333^121.2180913^31.2925196^121.2180301^31.292504700000002^121.21798190000001^31.292486^121.21793670000001^31.2924635^121.21789150000001^31.2924473^121.21785359999998^31.292439899999998^121.21781419999999^31.2924374^121.2177646^31.292473699999995^121.2169842
362,service,344.18540846393,"[u'1759597945', u'1759597667', u'1797189472', u'1797189471', u'1797189470', u'1759598226', u'1759597934', u'1797189469', u'1797189468', u'1797189467', u'1759597811', u'1759597670', u'2717907288', u'2717907138', u'1797189464', u'1797189462', u'1797189459', u'1797189453', u'1797189450', u'1797189447', u'1797189444', u'1797189441', u'1797189446', u'1797189452', u'1797189454', u'1797189458', u'1797189456']",^31.292360600000002^121.2169517^31.2923723^121.21758590000002^31.292369899999997^121.21771650000001^31.292362899999997^121.21782169999999^31.292348699999998^121.2179024^31.292325^121.21797^31.292293400000002^121.21802609999999^31.292254200000002^121.2180699^31.292211100000003^121.218104^31.292171000000003^121.21812609999999^31.292123699999998^121.2181419^31.29208^121.2181489^31.291517600000002^121.2181949^31.2913104^121.2182118^31.2909803^121.21823880000001^31.290938099999998^121.21823859999999^31.290909000000003^121.21822730000001^31.2908799^121.21820659999999^31.290860499999997^121.21818090000001^31.2908456^121.2181437^31.290839399999996^121.2181045^31.2908376^121.218055^31.290841200000003^121.21798899999999^31.2908717^121.2176997^31.2908804^121.21760049999999^31.290886699999998^121.21749550000001^31.2908854^121.2173934
363,service,344.1854084638614,"[u'1797189456', u'1797189458', u'1797189454', u'1797189452', u'1797189446', u'1797189441', u'1797189444', u'1797189447', u'1797189450', u'1797189453', u'1797189459', u'1797189462', u'1797189464', u'2717907138', u'2717907288', u'1759597670', u'1759597811', u'1797189467', u'1797189468', u'1797189469', u'1759597934', u'1759598226', u'1797189470', u'1797189471', u'1797189472', u'1759597667', u'1759597945']",^31.2908854^121.2173934^31.290886699999998^121.21749550000001^31.2908804^121.21760049999999^31.2908717^121.2176997^31.290841200000003^121.21798899999999^31.2908376^121.218055^31.290839399999996^121.2181045^31.2908456^121.2181437^31.290860499999997^121.21818090000001^31.2908799^121.21820659999999^31.290909000000003^121.21822730000001^31.290938099999998^121.21823859999999^31.2909803^121.21823880000001^31.2913104^121.2182118^31.291517600000002^121.2181949^31.29208^121.2181489^31.292123699999998^121.2181419^31.292171000000003^121.21812609999999^31.292211100000003^121.218104^31.292254200000002^121.2180699^31.292293400000002^121.21802609999999^31.292325^121.21797^31.292348699999998^121.2179024^31.292362899999997^121.21782169999999^31.292369899999997^121.21771650000001^31.2923723^121.21758590000002^31.292360600000002^121.2169517
364,service,245.10806030749612,"[u'1797189456', u'1797189455', u'1797189448', u'1797189449', u'1797189451', u'1797189457', u'1797189460', u'1797189461', u'1797189463', u'1797189465', u'1797189466', u'2717907110', u'2614584214', u'2614583829', u'1759597945']",^31.2908854^121.2173934^31.2908842^121.2172767^31.2908567^121.2167386^31.290858^121.2166875^31.2908692^121.21664080000001^31.290886699999998^121.21661170000002^31.2909091^121.2165869^31.290937800000002^121.2165679^31.290976399999998^121.2165548^31.2910113^121.21655190000001^31.291057399999996^121.2165621^31.291468199999997^121.21668490000002^31.2916234^121.2167313^31.2921267^121.2168818^31.292360600000002^121.2169517
365,service,245.10806030725053,"[u'1759597945', u'2614583829', u'2614584214', u'2717907110', u'1797189466', u'1797189465', u'1797189463', u'1797189461', u'1797189460', u'1797189457', u'1797189451', u'1797189449', u'1797189448', u'1797189455', u'1797189456']",^31.292360600000002^121.2169517^31.2921267^121.2168818^31.2916234^121.2167313^31.291468199999997^121.21668490000002^31.291057399999996^121.2165621^31.2910113^121.21655190000001^31.290976399999998^121.2165548^31.290937800000002^121.2165679^31.2909091^121.2165869^31.290886699999998^121.21661170000002^31.2908692^121.21664080000001^31.290858^121.2166875^31.2908567^121.2167386^31.2908842^121.2172767^31.2908854^121.2173934
366,service,12.916102376432546,"[u'1759597945', u'1797189473', u'1797189479']",^31.292360600000002^121.2169517^31.2924392^121.21697409999999^31.292473699999995^121.2169842
367,service,12.916102376253415,"[u'1797189479', u'1797189473', u'1759597945']",^31.292473699999995^121.2169842^31.2924392^121.21697409999999^31.292360600000002^121.2169517
368,residential,10.653845994362355,"[u'1759597941', u'1759598037']",^31.289771000000002^121.2186613^31.289752500000002^121.21877109999998
369,residential,10.653845994419186,"[u'1759598037', u'1759597941']",^31.289752500000002^121.21877109999998^31.289771000000002^121.2186613
370,residential,518.9180859622944,"[u'1759598037', u'1759597503', u'1759597559', u'1759597772', u'1759598027', u'1759598056']",^31.289752500000002^121.21877109999998^31.2893701^121.220371^31.289301300000005^121.2206983^31.289260100000003^121.22099329999999^31.289213300000004^121.22208619999999^31.289066899999998^121.22413829999999
371,residential,518.9180859623923,"[u'1759598056', u'1759598027', u'1759597772', u'1759597559', u'1759597503', u'1759598037']",^31.289066899999998^121.22413829999999^31.289213300000004^121.22208619999999^31.289260100000003^121.22099329999999^31.289301300000005^121.2206983^31.2893701^121.220371^31.289752500000002^121.21877109999998
372,service,43.906970849792025,"[u'1187044733', u'1797222844', u'1797222846', u'1797222848', u'1797222852', u'1797222854']",^31.283759000000003^121.2073371^31.283887300000004^121.2074817^31.283948600000002^121.20754860000001^31.283985700000002^121.20757749999999^31.2840332^121.20758889999999^31.2840728^121.20758020000001
373,service,43.906970850078174,"[u'1797222854', u'1797222852', u'1797222848', u'1797222846', u'1797222844', u'1187044733']",^31.2840728^121.20758020000001^31.2840332^121.20758889999999^31.283985700000002^121.20757749999999^31.283948600000002^121.20754860000001^31.283887300000004^121.2074817^31.283759000000003^121.2073371
374,service,10.468195792191873,"[u'1797222854', u'1797222865', u'1797222867']",^31.2840728^121.20758020000001^31.2841082^121.20754860000001^31.2841316^121.20749740000002
375,service,10.468195792034225,"[u'1797222867', u'1797222865', u'1797222854']",^31.2841316^121.20749740000002^31.2841082^121.20754860000001^31.2840728^121.20758020000001
376,service,46.62373554620004,"[u'1797222867', u'1797222869', u'1797222868', u'1797222866', u'1797222864', u'1797222850', u'1797222842']",^31.2841316^121.20749740000002^31.284139^121.20744760000001^31.2841377^121.20739850000001^31.284124900000002^121.2073547^31.2840895^121.20731540000001^31.2840314^121.2072815^31.2838677^121.2071908
377,service,46.623735546117096,"[u'1797222842', u'1797222850', u'1797222864', u'1797222866', u'1797222868', u'1797222869', u'1797222867']",^31.2838677^121.2071908^31.2840314^121.2072815^31.2840895^121.20731540000001^31.284124900000002^121.2073547^31.2841377^121.20739850000001^31.284139^121.20744760000001^31.2841316^121.20749740000002
378,service,36.668299777182504,"[u'1759598231', u'1797222867']",^31.2843765^121.20775619999999^31.2841316^121.20749740000002
379,service,36.66829977706795,"[u'1797222867', u'1759598231']",^31.2841316^121.20749740000002^31.2843765^121.20775619999999
380,service,36.74084439726228,"[u'1797222854', u'1759597985']",^31.2840728^121.20758020000001^31.284311199999998^121.2078482
381,service,36.74084439688757,"[u'1759597985', u'1797222854']",^31.284311199999998^121.2078482^31.2840728^121.20758020000001
382,residential,38.67299800021992,"[u'2614586196', u'2614586200']",^31.2831518^121.2159152^31.2829588^121.2162535
383,residential,38.67299800038109,"[u'2614586200', u'2614586196']",^31.2829588^121.2162535^31.2831518^121.2159152
384,service,38.339647483995215,"[u'1486922499', u'1486922498']",^31.2861666^121.20896640000001^31.285975399999995^121.20930190000001
385,service,38.33964748430596,"[u'1486922498', u'1486922499']",^31.285975399999995^121.20930190000001^31.2861666^121.20896640000001
386,service,101.29242143756571,"[u'1486922499', u'1759597567']",^31.2861666^121.20896640000001^31.285363500000003^121.20845929999999
387,service,101.29242143784084,"[u'1759597567', u'1486922499']",^31.285363500000003^121.20845929999999^31.2861666^121.20896640000001
388,service,11.929416959988826,"[u'1486922498', u'1487066340']",^31.285975399999995^121.20930190000001^31.2860656^121.20937020000001
389,service,11.929416960170212,"[u'1487066340', u'1486922498']",^31.2860656^121.20937020000001^31.285975399999995^121.20930190000001
390,service,272.0609358829374,"[u'1486922498', u'1486922497', u'1486922496', u'1486922495', u'1486919379', u'1486922492', u'1486922490', u'1486919368', u'1486922489', u'1486922488', u'1486922487', u'1486922486', u'1486922485', u'1486922484', u'1486922483']",^31.285975399999995^121.20930190000001^31.285932799999998^121.20936200000001^31.285843100000005^121.20949409999999^31.2856897^121.2096893^31.2854671^121.2098847^31.285350800000003^121.20995400000001^31.285199^121.2100423^31.285136199999997^121.21006709999999^31.2850296^121.21009879999998^31.284743699999996^121.21015520000002^31.284568699999998^121.2101894^31.2844016^121.21025320000001^31.2841896^121.2104129^31.284094300000003^121.21053290000002^31.284018900000003^121.21077779999999
391,service,272.060935883224,"[u'1486922483', u'1486922484', u'1486922485', u'1486922486', u'1486922487', u'1486922488', u'1486922489', u'1486919368', u'1486922490', u'1486922492', u'1486919379', u'1486922495', u'1486922496', u'1486922497', u'1486922498']",^31.284018900000003^121.21077779999999^31.284094300000003^121.21053290000002^31.2841896^121.2104129^31.2844016^121.21025320000001^31.284568699999998^121.2101894^31.284743699999996^121.21015520000002^31.2850296^121.21009879999998^31.285136199999997^121.21006709999999^31.285199^121.2100423^31.285350800000003^121.20995400000001^31.2854671^121.2098847^31.2856897^121.2096893^31.285843100000005^121.20949409999999^31.285932799999998^121.20936200000001^31.285975399999995^121.20930190000001
392,service,432.08316287443773,"[u'1486922483', u'1486922482', u'2717807950', u'1486922481', u'1486922480', u'1486922479', u'1486922478', u'1486922475', u'1486922474', u'1486922473', u'1486922472', u'2717808146', u'1486922471', u'1486922464', u'1486922466', u'1486922468', u'1486922462', u'1486922460', u'1486922458', u'1486922452', u'1486922450', u'1486922454', u'1486922447', u'1486922446', u'1486922444', u'1487328506']",^31.284018900000003^121.21077779999999^31.2839531^121.2110659^31.283937899999994^121.21110209999999^31.2838225^121.21137649999999^31.2837413^121.2115106^31.2836425^121.21160590000001^31.283508299999998^121.2116659^31.283374199999997^121.21166950000001^31.2832471^121.21166950000001^31.283141200000003^121.2117153^31.2830777^121.2118212^31.283049600000005^121.2118784^31.2829789^121.21202240000001^31.2829401^121.21214599999999^31.282936499999998^121.2122624^31.2829506^121.2123966^31.2829118^121.2125413^31.282753000000003^121.212686^31.28252^121.21286599999999^31.2824636^121.212979^31.282438800000005^121.21311659999999^31.2824671^121.21321540000001^31.282145899999996^121.21375549999999^31.2820576^121.213879^31.281948200000002^121.21398490000001^31.2818907^121.21413270000001
393,service,432.08316287562315,"[u'1487328506', u'1486922444', u'1486922446', u'1486922447', u'1486922454', u'1486922450', u'1486922452', u'1486922458', u'1486922460', u'1486922462', u'1486922468', u'1486922466', u'1486922464', u'1486922471', u'2717808146', u'1486922472', u'1486922473', u'1486922474', u'1486922475', u'1486922478', u'1486922479', u'1486922480', u'1486922481', u'2717807950', u'1486922482', u'1486922483']",^31.2818907^121.21413270000001^31.281948200000002^121.21398490000001^31.2820576^121.213879^31.282145899999996^121.21375549999999^31.2824671^121.21321540000001^31.282438800000005^121.21311659999999^31.2824636^121.212979^31.28252^121.21286599999999^31.282753000000003^121.212686^31.2829118^121.2125413^31.2829506^121.2123966^31.282936499999998^121.2122624^31.2829401^121.21214599999999^31.2829789^121.21202240000001^31.283049600000005^121.2118784^31.2830777^121.2118212^31.283141200000003^121.2117153^31.2832471^121.21166950000001^31.283374199999997^121.21166950000001^31.283508299999998^121.2116659^31.2836425^121.21160590000001^31.2837413^121.2115106^31.2838225^121.21137649999999^31.283937899999994^121.21110209999999^31.2839531^121.2110659^31.284018900000003^121.21077779999999
394,service,17.933891704155815,"[u'2695865761', u'2695865762', u'2695865763', u'2695865764', u'2695865765']",^31.289421899999997^121.21377890000001^31.2894016^121.21373259999999^31.2893695^121.21370309999999^31.289335100000002^121.21368970000002^31.289295199999998^121.2136876
395,service,17.933891704619825,"[u'2695865765', u'2695865764', u'2695865763', u'2695865762', u'2695865761']",^31.289295199999998^121.2136876^31.289335100000002^121.21368970000002^31.2893695^121.21370309999999^31.2894016^121.21373259999999^31.289421899999997^121.21377890000001
396,service,16.930330670424233,"[u'2695865765', u'2695865766', u'2695865769', u'2695865767', u'2695865768']",^31.289295199999998^121.2136876^31.289259499999996^121.2137085^31.2892325^121.21373259999999^31.289213^121.21377150000001^31.2892076^121.21381770000002
397,service,16.930330670871047,"[u'2695865768', u'2695865767', u'2695865769', u'2695865766', u'2695865765']",^31.2892076^121.21381770000002^31.289213^121.21377150000001^31.2892325^121.21373259999999^31.289259499999996^121.2137085^31.289295199999998^121.2136876
398,pedestrian,96.89989576291669,"[u'2695865770', u'2718016397', u'2717864043', u'2695865771']",^31.2891311^121.21215009999999^31.2891859^121.21271200000001^31.289226899999996^121.21313219999999^31.289229700000003^121.2131613
399,pedestrian,96.89989576298773,"[u'2695865771', u'2717864043', u'2718016397', u'2695865770']",^31.289229700000003^121.2131613^31.289226899999996^121.21313219999999^31.2891859^121.21271200000001^31.2891311^121.21215009999999
400,pedestrian,50.635026810969535,"[u'2695865771', u'2695865765']",^31.289229700000003^121.2131613^31.289295199999998^121.2136876
401,pedestrian,50.63502681098576,"[u'2695865765', u'2695865771']",^31.289295199999998^121.2136876^31.289229700000003^121.2131613
402,pedestrian,11.306194697817734,"[u'2695865765', u'1759597957']",^31.289295199999998^121.2136876^31.2893105^121.21380500000001
403,pedestrian,11.30619469784127,"[u'1759597957', u'2695865765']",^31.2893105^121.21380500000001^31.289295199999998^121.2136876
404,footway,72.42021830218091,"[u'2695865771', u'2695865773']",^31.289229700000003^121.2131613^31.2889223^121.2138324
405,footway,72.42021830210076,"[u'2695865773', u'2695865771']",^31.2889223^121.2138324^31.289229700000003^121.2131613
406,service,77.91703199621234,"[u'2696067984', u'2696067985', u'2696067986', u'2696067990', u'2696067987', u'2696067988', u'2696067989', u'1759597636']",^31.290649600000005^121.2147759^31.290601000000002^121.2146021^31.290531800000004^121.2144613^31.290490899999998^121.2143893^31.290452399999996^121.21429640000001^31.2904473^121.2142185^31.2904755^121.2141226^31.290507^121.21402490000001
407,service,77.91703199625668,"[u'1759597636', u'2696067989', u'2696067988', u'2696067987', u'2696067990', u'2696067986', u'2696067985', u'2696067984']",^31.290507^121.21402490000001^31.2904755^121.2141226^31.2904473^121.2142185^31.290452399999996^121.21429640000001^31.290490899999998^121.2143893^31.290531800000004^121.2144613^31.290601000000002^121.2146021^31.290649600000005^121.2147759
408,service,25.163077596623612,"[u'2696067983', u'2696067984']",^31.2907089^121.21503100000001^31.290649600000005^121.2147759
409,service,25.163077596631688,"[u'2696067984', u'2696067983']",^31.290649600000005^121.2147759^31.2907089^121.21503100000001
410,service,17.324381580907485,"[u'2696067978', u'2696067979']",^31.2905267^121.2160676^31.290618900000002^121.2159207
411,service,17.324381581020862,"[u'2696067979', u'2696067978']",^31.290618900000002^121.2159207^31.2905267^121.2160676
412,service,87.05706067125385,"[u'2696067979', u'2696067980', u'2696067981', u'2696067982', u'2696067983']",^31.290618900000002^121.2159207^31.290677799999997^121.2157679^31.2907316^121.2154892^31.2907418^121.2153124^31.2907089^121.21503100000001
413,service,87.0570606712183,"[u'2696067983', u'2696067982', u'2696067981', u'2696067980', u'2696067979']",^31.2907089^121.21503100000001^31.2907418^121.2153124^31.2907316^121.2154892^31.290677799999997^121.2157679^31.290618900000002^121.2159207
414,service,37.03531893269545,"[u'1797189456', u'2696142198', u'2696142195']",^31.2908854^121.2173934^31.2907202^121.2174081^31.2905524^121.2174239
415,service,37.03531893265904,"[u'2696142195', u'2696142198', u'1797189456']",^31.2905524^121.2174239^31.2907202^121.2174081^31.2908854^121.2173934
416,service,22.496355237658953,"[u'2696142195', u'2696142196']",^31.2905524^121.2174239^31.2903502^121.2174435
417,service,22.49635523809311,"[u'2696142196', u'2696142195']",^31.2903502^121.2174435^31.2905524^121.2174239
418,service,10.105135490000976,"[u'2696142196', u'1797203231']",^31.2903502^121.2174435^31.2902598^121.21745700000001
419,service,10.10513548952432,"[u'1797203231', u'2696142196']",^31.2902598^121.21745700000001^31.2903502^121.2174435
420,service,190.10862908538792,"[u'2717390067', u'2719194264', u'2717390065']",^31.293024300000003^121.20999669999999^31.292168^121.2099562^31.291311100000005^121.2099152
421,service,190.10862908526641,"[u'2717390065', u'2719194264', u'2717390067']",^31.291311100000005^121.2099152^31.292168^121.2099562^31.293024300000003^121.20999669999999
422,service,202.0626360120552,"[u'2717390065', u'2717390063', u'2717390062', u'2717390060', u'2717390057', u'2703797224']",^31.291311100000005^121.2099152^31.2907185^121.20987190000001^31.290624100000002^121.2098335^31.290484600000003^121.2097662^31.2903369^121.2096654^31.289675199999998^121.20912849999999
423,service,202.0626360122047,"[u'2703797224', u'2717390057', u'2717390060', u'2717390062', u'2717390063', u'2717390065']",^31.289675199999998^121.20912849999999^31.2903369^121.2096654^31.290484600000003^121.2097662^31.290624100000002^121.2098335^31.2907185^121.20987190000001^31.291311100000005^121.2099152
424,service,126.10538498503132,"[u'2703797224', u'2703797225']",^31.289675199999998^121.20912849999999^31.2887498^121.2083585
425,service,126.10538498519476,"[u'2703797225', u'2703797224']",^31.2887498^121.2083585^31.289675199999998^121.20912849999999
426,service,6.7246520463273765,"[u'2703797225', u'2703797226']",^31.2887498^121.2083585^31.288704^121.2083122
427,service,6.72465204623613,"[u'2703797226', u'2703797225']",^31.288704^121.2083122^31.2887498^121.2083585
428,service,9.79241698005595,"[u'1487328506', u'1487328508']",^31.2818907^121.21413270000001^31.2818967^121.21423529999998
429,service,9.792416980066012,"[u'1487328508', u'1487328506']",^31.2818967^121.21423529999998^31.2818907^121.21413270000001
430,service,226.056039508093,"[u'1487328508', u'1759597639', u'1759597798', u'1759597819', u'1759597887', u'1759598018', u'1759598059', u'1759598168', u'2614586196']",^31.2818967^121.21423529999998^31.281897600000004^121.21444309999998^31.281920500000002^121.2146282^31.281970899999997^121.2147918^31.2820351^121.2149473^31.282106199999998^121.2150788^31.2822071^121.2151676^31.282319300000005^121.21524779999999^31.2831518^121.2159152
431,service,226.05603950780915,"[u'2614586196', u'1759598168', u'1759598059', u'1759598018', u'1759597887', u'1759597819', u'1759597798', u'1759597639', u'1487328508']",^31.2831518^121.2159152^31.282319300000005^121.21524779999999^31.2822071^121.2151676^31.282106199999998^121.2150788^31.2820351^121.2149473^31.281970899999997^121.2147918^31.281920500000002^121.2146282^31.281897600000004^121.21444309999998^31.2818967^121.21423529999998
432,service,518.9797559545478,"[u'2614586196', u'1759597546', u'1759597671', u'1759597730', u'1759597942', u'1759597860', u'3880367469', u'1759597647', u'1759597977', u'1759597955', u'1759597989', u'1759597961', u'3879213217', u'1759597845']",^31.2831518^121.2159152^31.283600699999997^121.216275^31.2837039^121.216334^31.283827799999997^121.2163692^31.2839653^121.2163799^31.2841212^121.21638529999998^31.284896999999997^121.21638090000002^31.285065600000003^121.2163799^31.285223699999996^121.2163209^31.285368100000003^121.21622430000001^31.2854804^121.21611440000001^31.2855653^121.21599099999999^31.285819300000004^121.2155605^31.2867205^121.214033
433,service,518.9797559547185,"[u'1759597845', u'3879213217', u'1759597961', u'1759597989', u'1759597955', u'1759597977', u'1759597647', u'3880367469', u'1759597860', u'1759597942', u'1759597730', u'1759597671', u'1759597546', u'2614586196']",^31.2867205^121.214033^31.285819300000004^121.2155605^31.2855653^121.21599099999999^31.2854804^121.21611440000001^31.285368100000003^121.21622430000001^31.285223699999996^121.2163209^31.285065600000003^121.2163799^31.284896999999997^121.21638090000002^31.2841212^121.21638529999998^31.2839653^121.2163799^31.283827799999997^121.2163692^31.2837039^121.216334^31.283600699999997^121.216275^31.2831518^121.2159152
434,service,90.79088302045487,"[u'1759597845', u'2717928773', u'2717928772']",^31.2867205^121.214033^31.287161600000005^121.2133186^31.2871985^121.2132588
435,service,90.79088302056937,"[u'2717928772', u'2717928773', u'1759597845']",^31.2871985^121.2132588^31.287161600000005^121.2133186^31.2867205^121.214033
436,service,29.364508005974322,"[u'2717928772', u'1759597979']",^31.2871985^121.2132588^31.2873531^121.2130084
437,service,29.36450800608621,"[u'1759597979', u'2717928772']",^31.2873531^121.2130084^31.2871985^121.2132588
438,service,222.00055994934996,"[u'1759597979', u'1759598121']",^31.2873531^121.2130084^31.2884981^121.21109569999999
439,service,222.00055994934525,"[u'1759598121', u'1759597979']",^31.2884981^121.21109569999999^31.2873531^121.2130084
440,service,10.93998742505228,"[u'1759598121', u'1759597852']",^31.2884981^121.21109569999999^31.288554100000002^121.21100109999999
441,service,10.939987425087656,"[u'1759597852', u'1759598121']",^31.288554100000002^121.21100109999999^31.2884981^121.21109569999999
442,service,178.47922573314617,"[u'1759597852', u'2717558615', u'2717544107', u'2717862466', u'2717862473', u'1759597608']",^31.288554100000002^121.21100109999999^31.288797^121.2105949^31.2888663^121.21048059999998^31.289231899999997^121.20987749999999^31.289413399999997^121.20957800000001^31.289480199999996^121.2094679
443,service,178.47922573375405,"[u'1759597608', u'2717862473', u'2717862466', u'2717544107', u'2717558615', u'1759597852']",^31.289480199999996^121.2094679^31.289413399999997^121.20957800000001^31.289231899999997^121.20987749999999^31.2888663^121.21048059999998^31.288797^121.2105949^31.288554100000002^121.21100109999999
444,service,29.608470185702533,"[u'1759597706', u'1759598009']",^31.289690999999998^121.2029369^31.289892699999996^121.2027331
445,service,29.608470186007672,"[u'1759598009', u'1759597706']",^31.289892699999996^121.2027331^31.289690999999998^121.2029369
446,service,674.1893990624959,"[u'1759598009', u'3879213214', u'1759598117', u'1759597975', u'1759598237', u'1759597877', u'1759598132', u'1759597514', u'1759597899', u'1759597628', u'1759597874', u'1759597998', u'1759597623']",^31.289892699999996^121.2027331^31.2906173^121.2020507^31.291277100000002^121.2014135^31.291515500000003^121.2013008^31.2917332^121.20125729999998^31.291946399999997^121.2013169^31.292168699999998^121.20143970000001^31.292803600000003^121.2020572^31.292927399999996^121.2022128^31.293009899999998^121.202422^31.293042^121.2026473^31.2930374^121.20292620000001^31.292982399999996^121.2049111
447,service,674.1893990633133,"[u'1759597623', u'1759597998', u'1759597874', u'1759597628', u'1759597899', u'1759597514', u'1759598132', u'1759597877', u'1759598237', u'1759597975', u'1759598117', u'3879213214', u'1759598009']",^31.292982399999996^121.2049111^31.2930374^121.20292620000001^31.293042^121.2026473^31.293009899999998^121.202422^31.292927399999996^121.2022128^31.292803600000003^121.2020572^31.292168699999998^121.20143970000001^31.291946399999997^121.2013169^31.2917332^121.20125729999998^31.291515500000003^121.2013008^31.291277100000002^121.2014135^31.2906173^121.2020507^31.289892699999996^121.2027331
448,service,99.99572752159507,"[u'2696067979', u'2717862535', u'2717862536', u'2717862537', u'2717862538']",^31.290618900000002^121.2159207^31.290694300000002^121.21602820000001^31.2908044^121.21613310000001^31.2910579^121.2163189^31.291347299999998^121.2165287
449,service,99.99572752186585,"[u'2717862538', u'2717862537', u'2717862536', u'2717862535', u'2696067979']",^31.291347299999998^121.2165287^31.2910579^121.2163189^31.2908044^121.21613310000001^31.290694300000002^121.21602820000001^31.290618900000002^121.2159207
450,service,117.84069365675288,"[u'2717862538', u'2717862539', u'2717862540', u'2717862541', u'1759597722']",^31.291347299999998^121.2165287^31.2915215^121.2166396^31.291624699999996^121.2166905^31.2921284^121.2168372^31.2923563^121.21689369999999
451,service,117.84069365671436,"[u'1759597722', u'2717862541', u'2717862540', u'2717862539', u'2717862538']",^31.2923563^121.21689369999999^31.2921284^121.2168372^31.291624699999996^121.2166905^31.2915215^121.2166396^31.291347299999998^121.2165287
452,service,18.35277207568995,"[u'1759597722', u'2717862542', u'2717862543', u'2717862544', u'1797189479']",^31.2923563^121.21689369999999^31.2924434^121.2169153^31.292463899999998^121.2169243^31.292474699999996^121.2169443^31.292473699999995^121.2169842
453,service,18.352772076008165,"[u'1797189479', u'2717862544', u'2717862543', u'2717862542', u'1759597722']",^31.292473699999995^121.2169842^31.292474699999996^121.2169443^31.292463899999998^121.2169243^31.2924434^121.2169153^31.2923563^121.21689369999999
454,footway,123.56029683812704,"[u'2717928771', u'2717928775', u'2717928772']",^31.2862834^121.2125182^31.286428100000002^121.21263529999999^31.2871985^121.2132588
455,footway,123.56029683843443,"[u'2717928772', u'2717928775', u'2717928771']",^31.2871985^121.2132588^31.286428100000002^121.21263529999999^31.2862834^121.2125182
456,service,48.50929806327847,"[u'2719194246', u'2719194263']",^31.292338399999995^121.2079753^31.291901^121.2079636
457,service,48.509298063798845,"[u'2719194263', u'2719194246']",^31.291901^121.2079636^31.292338399999995^121.2079753
458,service,58.71208852458701,"[u'2719194263', u'2719194247']",^31.291901^121.2079636^31.2913716^121.2079496
459,service,58.71208852424353,"[u'2719194247', u'2719194263']",^31.2913716^121.2079496^31.291901^121.2079636
