id,category,distance,nodes,strnodes
94,footway,202.69780585570388,"[u'1486844886', u'1486844884', u'1486844880', u'1486844877', u'1486844875', u'1486844871', u'1486844866', u'1486844859', u'1486844853', u'1486844852', u'1486844847', u'1486844844', u'1486844843', u'1486844842', u'1486844836', u'1486844830']",^31.286344300000003^121.2105425^31.286261800000002^121.2105621^31.2861744^121.2106095^31.286087100000003^121.2106794^31.285996^121.21072859999998^31.285894899999995^121.2107668^31.285742600000003^121.2107817^31.285600399999996^121.21078670000001^31.2854842^121.2108133^31.285385700000003^121.21085910000001^31.285279100000004^121.21092720000001^31.285186100000004^121.21105130000001^31.2851636^121.21114109999998^31.285143599999998^121.21125090000001^31.285093699999997^121.21139070000001^31.2849565^121.21162779999999
95,footway,202.69780585534875,"[u'1486844830', u'1486844836', u'1486844842', u'1486844843', u'1486844844', u'1486844847', u'1486844852', u'1486844853', u'1486844859', u'1486844866', u'1486844871', u'1486844875', u'1486844877', u'1486844880', u'1486844884', u'1486844886']",^31.2849565^121.21162779999999^31.285093699999997^121.21139070000001^31.285143599999998^121.21125090000001^31.2851636^121.21114109999998^31.285186100000004^121.21105130000001^31.285279100000004^121.21092720000001^31.285385700000003^121.21085910000001^31.2854842^121.2108133^31.285600399999996^121.21078670000001^31.285742600000003^121.2107817^31.285894899999995^121.2107668^31.285996^121.21072859999998^31.286087100000003^121.2106794^31.2861744^121.2106095^31.286261800000002^121.2105621^31.286344300000003^121.2105425
96,footway,60.295707087235705,"[u'1486844830', u'1486844826', u'1486844825', u'1486844824', u'1486844823', u'1486844821', u'1486844820']",^31.2849565^121.21162779999999^31.2849065^121.21176509999998^31.284850899999995^121.211855^31.2847967^121.21192479999999^31.2847359^121.2119781^31.2846719^121.2120122^31.2845794^121.2120264
97,footway,60.29570708709269,"[u'1486844820', u'1486844821', u'1486844823', u'1486844824', u'1486844825', u'1486844826', u'1486844830']",^31.2845794^121.2120264^31.2846719^121.2120122^31.2847359^121.2119781^31.2847967^121.21192479999999^31.284850899999995^121.211855^31.2849065^121.21176509999998^31.2849565^121.21162779999999
98,footway,66.78551605106749,"[u'1486844830', u'1486844831', u'1486844832', u'1486844833', u'1486844835', u'1486844837', u'1486844838']",^31.2849565^121.21162779999999^31.2849636^121.211735^31.284981199999997^121.2118656^31.285023600000002^121.21197849999999^31.285076500000002^121.21207379999998^31.2851189^121.21219029999999^31.2851401^121.21228559999999
99,footway,66.78551605094029,"[u'1486844838', u'1486844837', u'1486844835', u'1486844833', u'1486844832', u'1486844831', u'1486844830']",^31.2851401^121.21228559999999^31.2851189^121.21219029999999^31.285076500000002^121.21207379999998^31.285023600000002^121.21197849999999^31.284981199999997^121.2118656^31.2849636^121.211735^31.2849565^121.21162779999999
100,service,5.552860078485587,"[u'2696131839', u'1486922518']",^31.287761600000003^121.21047549999999^31.2877851^121.210424
101,service,5.5528600786434295,"[u'1486922518', u'2696131839']",^31.2877851^121.210424^31.287761600000003^121.21047549999999
102,service,32.81209918114028,"[u'1486922518', u'1486922519', u'1486922517', u'2696131837', u'1486922515']",^31.2877851^121.210424^31.2878012^121.2103452^31.2877968^121.21026429999999^31.2877722^121.2101885^31.2877146^121.21011229999999
103,service,32.812099181185644,"[u'1486922515', u'2696131837', u'1486922517', u'1486922519', u'1486922518']",^31.2877146^121.21011229999999^31.2877722^121.2101885^31.2877968^121.21026429999999^31.2878012^121.2103452^31.2877851^121.210424
104,service,8.981585757031635,"[u'1486922515', u'1486922514', u'1486922512']",^31.2877146^121.21011229999999^31.287687199999997^121.2100869^31.287646999999996^121.21006090000002
105,service,8.981585756942971,"[u'1486922512', u'1486922514', u'1486922515']",^31.287646999999996^121.21006090000002^31.287687199999997^121.2100869^31.2877146^121.21011229999999
106,service,10.544375346029568,"[u'1486922512', u'2696131838', u'1486922510']",^31.287646999999996^121.21006090000002^31.287596^121.21005109999999^31.2875526^121.2100499
107,service,10.54437534596268,"[u'1486922510', u'2696131838', u'1486922512']",^31.2875526^121.2100499^31.287596^121.21005109999999^31.287646999999996^121.21006090000002
108,service,41.03151358597254,"[u'1486922510', u'1486922508', u'1486922506', u'1486922502', u'1486922501', u'1486922500']",^31.2875526^121.2100499^31.287480699999996^121.2100696^31.287417699999995^121.2101146^31.287369899999998^121.2101803^31.287342^121.21026029999999^31.2873369^121.21034650000001
109,service,41.031513585841466,"[u'1486922500', u'1486922501', u'1486922502', u'1486922506', u'1486922508', u'1486922510']",^31.2873369^121.21034650000001^31.287342^121.21026029999999^31.287369899999998^121.2101803^31.287417699999995^121.2101146^31.287480699999996^121.2100696^31.2875526^121.2100499
110,service,18.25164441253104,"[u'1486922500', u'1486922503', u'1486922504', u'1486922505']",^31.2873369^121.21034650000001^31.2873472^121.2104055^31.2873683^121.2104604^31.2874071^121.2105156
111,service,18.25164441256752,"[u'1486922505', u'1486922504', u'1486922503', u'1486922500']",^31.2874071^121.2105156^31.2873683^121.2104604^31.2873472^121.2104055^31.2873369^121.21034650000001
112,service,8.885413367750301,"[u'1486922505', u'1487328537']",^31.2874071^121.2105156^31.287478000000004^121.2105591
113,service,8.885413367691953,"[u'1487328537', u'1486922505']",^31.287478000000004^121.2105591^31.2874071^121.2105156
114,service,30.31140381133436,"[u'1487328537', u'1486922509', u'1486922511', u'1486922513', u'1486922516']",^31.287478000000004^121.2105591^31.2875412^121.21059270000002^31.2876091^121.21059059999999^31.287673600000005^121.2105656^31.2877292^121.21051999999999
115,service,30.311403811292337,"[u'1486922516', u'1486922513', u'1486922511', u'1486922509', u'1487328537']",^31.2877292^121.21051999999999^31.287673600000005^121.2105656^31.2876091^121.21059059999999^31.2875412^121.21059270000002^31.287478000000004^121.2105591
116,service,5.5549846536298935,"[u'1486922516', u'2696131839']",^31.2877292^121.21051999999999^31.287761600000003^121.21047549999999
117,service,5.554984653829175,"[u'2696131839', u'1486922516']",^31.287761600000003^121.21047549999999^31.2877292^121.21051999999999
118,service,100.49674726788969,"[u'1759597996', u'1486922498']",^31.285262699999997^121.20864979999999^31.285975399999995^121.20930190000001
119,service,100.49674726788521,"[u'1486922498', u'1759597996']",^31.285975399999995^121.20930190000001^31.285262699999997^121.20864979999999
120,service,139.08658684064466,"[u'1486922510', u'1487066351']",^31.2875526^121.2100499^31.286513^121.2092324
121,service,139.08658684057187,"[u'1487066351', u'1486922510']",^31.286513^121.2092324^31.2875526^121.2100499
122,service,266.8334177881791,"[u'1759597882', u'1759597815', u'1759597817', u'1759597665', u'1759597895', u'1759597583', u'1759597719', u'1759597676', u'1759597902', u'1759598199', u'1759597862', u'1759597504', u'1759597533', u'1759597774', u'1759597855']",^31.2883686^121.20464540000002^31.288212599999998^121.2048676^31.288141800000002^121.2049808^31.2881005^121.205072^31.2881071^121.2051626^31.2881234^121.2052544^31.2881142^121.20532949999999^31.288045500000003^121.20549579999998^31.287894199999997^121.20566740000001^31.2877842^121.2057318^31.2876146^121.20577469999999^31.287444899999997^121.2058176^31.2872937^121.20592490000001^31.2871195^121.20610729999999^31.2868123^121.20653109999999
123,service,266.8334177887035,"[u'1759597855', u'1759597774', u'1759597533', u'1759597504', u'1759597862', u'1759598199', u'1759597902', u'1759597676', u'1759597719', u'1759597583', u'1759597895', u'1759597665', u'1759597817', u'1759597815', u'1759597882']",^31.2868123^121.20653109999999^31.2871195^121.20610729999999^31.2872937^121.20592490000001^31.287444899999997^121.2058176^31.2876146^121.20577469999999^31.2877842^121.2057318^31.287894199999997^121.20566740000001^31.288045500000003^121.20549579999998^31.2881142^121.20532949999999^31.2881234^121.2052544^31.2881071^121.2051626^31.2881005^121.205072^31.288141800000002^121.2049808^31.288212599999998^121.2048676^31.2883686^121.20464540000002
124,service,34.42831948071961,"[u'1487066351', u'1487066347']",^31.286513^121.2092324^31.2862538^121.20903329999999
125,service,34.42831948080039,"[u'1487066347', u'1487066351']",^31.2862538^121.20903329999999^31.286513^121.2092324
126,service,33.92120299369009,"[u'1487066340', u'1487066349']",^31.2860656^121.20937020000001^31.2863222^121.2095642
127,service,33.92120299356741,"[u'1487066349', u'1487066340']",^31.2863222^121.2095642^31.2860656^121.20937020000001
128,service,134.92862346652143,"[u'1487066349', u'1486922500']",^31.2863222^121.2095642^31.2873369^121.21034650000001
129,service,134.92862346634703,"[u'1486922500', u'1487066349']",^31.2873369^121.21034650000001^31.2863222^121.2095642
130,service,11.578097709113438,"[u'1487066347', u'1486922499']",^31.2862538^121.20903329999999^31.2861666^121.20896640000001
131,service,11.57809770907027,"[u'1486922499', u'1487066347']",^31.2861666^121.20896640000001^31.2862538^121.20903329999999
132,steps,15.761612665271715,"[u'1486844820', u'1487314710']",^31.2845794^121.2120264^31.284504100000003^121.211886
133,steps,15.761612665317465,"[u'1487314710', u'1486844820']",^31.284504100000003^121.211886^31.2845794^121.2120264
134,service,472.291010032719,"[u'1487328508', u'1487328512', u'1487328516', u'1487328518', u'1487328522', u'3879213219', u'1487328524', u'1487328530', u'1487328532', u'1487328535']",^31.2818967^121.21423529999998^31.284505699999997^121.214225^31.2847873^121.21422209999999^31.2849409^121.2142044^31.2850711^121.21416699999999^31.285166200000003^121.21411540000001^31.2852355^121.2140778^31.2853886^121.2139555^31.285502500000003^121.21381869999999^31.285812800000002^121.21328999999999
135,service,472.2910100325204,"[u'1487328535', u'1487328532', u'1487328530', u'1487328524', u'3879213219', u'1487328522', u'1487328518', u'1487328516', u'1487328512', u'1487328508']",^31.285812800000002^121.21328999999999^31.285502500000003^121.21381869999999^31.2853886^121.2139555^31.2852355^121.2140778^31.285166200000003^121.21411540000001^31.2850711^121.21416699999999^31.2849409^121.2142044^31.2847873^121.21422209999999^31.284505699999997^121.214225^31.2818967^121.21423529999998
136,service,90.12857262360542,"[u'1487328535', u'2717928771']",^31.285812800000002^121.21328999999999^31.2862834^121.2125182
137,service,90.12857262355364,"[u'2717928771', u'1487328535']",^31.2862834^121.2125182^31.285812800000002^121.21328999999999
138,service,228.7800190871949,"[u'2717928771', u'1487328537']",^31.2862834^121.2125182^31.287478000000004^121.2105591
139,service,228.78001908711272,"[u'1487328537', u'2717928771']",^31.287478000000004^121.2105591^31.2862834^121.2125182
140,service,318.1328176860615,"[u'1486922505', u'1487328534']",^31.2874071^121.2105156^31.2857477^121.21324129999999
141,service,318.1328176860036,"[u'1487328534', u'1486922505']",^31.2857477^121.21324129999999^31.2874071^121.2105156
142,service,464.9943812156712,"[u'1487328534', u'1487328531', u'1487328529', u'1487328523', u'1487328520', u'1487328517', u'1487328515', u'1487328511', u'1487328506']",^31.2857477^121.21324129999999^31.285426300000005^121.2137888^31.285327399999996^121.21390759999998^31.2852002^121.21400729999999^31.285048^121.21408840000001^31.284936^121.2141216^31.2847912^121.2141368^31.2844972^121.2141289^31.2818907^121.21413270000001
143,service,464.99438121621665,"[u'1487328506', u'1487328511', u'1487328515', u'1487328517', u'1487328520', u'1487328523', u'1487328529', u'1487328531', u'1487328534']",^31.2818907^121.21413270000001^31.2844972^121.2141289^31.2847912^121.2141368^31.284936^121.2141216^31.285048^121.21408840000001^31.2852002^121.21400729999999^31.285327399999996^121.21390759999998^31.285426300000005^121.2137888^31.2857477^121.21324129999999
144,service,8.579109414958442,"[u'1487328534', u'1487328535']",^31.2857477^121.21324129999999^31.285812800000002^121.21328999999999
145,service,8.579109414713544,"[u'1487328535', u'1487328534']",^31.285812800000002^121.21328999999999^31.2857477^121.21324129999999
146,service,123.01893705502756,"[u'1487328535', u'1759597845']",^31.285812800000002^121.21328999999999^31.2867205^121.214033
147,service,123.01893705487423,"[u'1759597845', u'1487328535']",^31.2867205^121.214033^31.285812800000002^121.21328999999999
148,service,321.99370401823865,"[u'1759597845', u'1759597600', u'1759597569', u'1759597745', u'3881263993', u'1759597724', u'1759598135', u'1759597629', u'1759597556', u'1759598228']",^31.2867205^121.214033^31.2872753^121.21448629999999^31.2874724^121.2146311^31.2877266^121.214781^31.2878385^121.2148304^31.287896399999997^121.21485590000002^31.288283899999996^121.21496370000001^31.288572700000003^121.2149905^31.288815600000003^121.21497439999999^31.2894045^121.2148722
149,service,321.9937040191733,"[u'1759598228', u'1759597556', u'1759597629', u'1759598135', u'1759597724', u'3881263993', u'1759597745', u'1759597569', u'1759597600', u'1759597845']",^31.2894045^121.2148722^31.288815600000003^121.21497439999999^31.288572700000003^121.2149905^31.288283899999996^121.21496370000001^31.287896399999997^121.21485590000002^31.2878385^121.2148304^31.2877266^121.214781^31.2874724^121.2146311^31.2872753^121.21448629999999^31.2867205^121.214033
150,service,80.55140166922045,"[u'1487328534', u'1487328526', u'1487328525', u'1486844841']",^31.2857477^121.21324129999999^31.285332300000004^121.21290490000001^31.285254899999998^121.2128469^31.2851365^121.2127888
151,service,80.5514016691269,"[u'1486844841', u'1487328525', u'1487328526', u'1487328534']",^31.2851365^121.2127888^31.285254899999998^121.2128469^31.285332300000004^121.21290490000001^31.2857477^121.21324129999999
152,service,70.32588973942052,"[u'1486844841', u'1487328519', u'1487328514', u'3878436153']",^31.2851365^121.2127888^31.284998100000003^121.21276429999999^31.2847227^121.21277909999999^31.284504100000003^121.21277990000002
153,service,70.32588974031404,"[u'3878436153', u'1487328514', u'1487328519', u'1486844841']",^31.284504100000003^121.21277990000002^31.2847227^121.21277909999999^31.284998100000003^121.21276429999999^31.2851365^121.2127888
154,service,13.083261811877724,"[u'3878436153', u'1487328510']",^31.284504100000003^121.21277990000002^31.284386100000003^121.2127804
155,service,13.08326181166198,"[u'1487328510', u'3878436153']",^31.284386100000003^121.2127804^31.284504100000003^121.21277990000002
156,service,27.639527475798907,"[u'1759597855', u'1759597581']",^31.2868123^121.20653109999999^31.286661^121.2067618
157,service,27.63952747582565,"[u'1759597581', u'1759597855']",^31.286661^121.2067618^31.2868123^121.20653109999999
158,service,115.53130266526396,"[u'1759597889', u'1759598071', u'1797222870', u'1759597543', u'1759598106', u'1759598188', u'1759598019', u'1759597969']",^31.2923429^121.20577420000001^31.292555600000004^121.20580349999999^31.292654499999998^121.2058441^31.292739899999997^121.2058929^31.2928281^121.20596119999999^31.2929207^121.20605490000001^31.2930076^121.2062028^31.2931016^121.20646670000001
159,service,115.53130266505852,"[u'1759597969', u'1759598019', u'1759598188', u'1759598106', u'1759597543', u'1797222870', u'1759598071', u'1759597889']",^31.2931016^121.20646670000001^31.2930076^121.2062028^31.2929207^121.20605490000001^31.2928281^121.20596119999999^31.292739899999997^121.2058929^31.292654499999998^121.2058441^31.292555600000004^121.20580349999999^31.2923429^121.20577420000001
160,service,14.827550993566055,"[u'1759597781', u'2717862503', u'2703797224']",^31.2896017^121.20925859999998^31.2896218^121.209223^31.289675199999998^121.20912849999999
161,service,14.82755099383672,"[u'2703797224', u'2717862503', u'1759597781']",^31.289675199999998^121.20912849999999^31.2896218^121.209223^31.2896017^121.20925859999998
162,service,120.17124539200321,"[u'2703797224', u'1759597741', u'2717862461', u'1759598086', u'1759598245']",^31.289675199999998^121.20912849999999^31.289691100000002^121.2091004^31.2897895^121.2089352^31.2902342^121.20818840000001^31.2902663^121.20807579999999
163,service,120.17124539224498,"[u'1759598245', u'1759598086', u'2717862461', u'1759597741', u'2703797224']",^31.2902663^121.20807579999999^31.2902342^121.20818840000001^31.2897895^121.2089352^31.289691100000002^121.2091004^31.289675199999998^121.20912849999999
164,service,155.7721175712029,"[u'1759598245', u'1759597834', u'1759597624']",^31.2902663^121.20807579999999^31.2902938^121.2078774^31.290312100000005^121.20644250000001
165,service,155.77211757123285,"[u'1759597624', u'1759597834', u'1759598245']",^31.290312100000005^121.20644250000001^31.2902938^121.2078774^31.2902663^121.20807579999999
166,service,125.0611504492262,"[u'1759597624', u'1759597669']",^31.290312100000005^121.20644250000001^31.290892^121.2053159
167,service,125.06115044914655,"[u'1759597669', u'1759597624']",^31.290892^121.2053159^31.290312100000005^121.20644250000001
168,service,347.43060430710364,"[u'1759597836', u'1759597810', u'1759597630', u'1759597585', u'1759597965']",^31.2907614^121.2038591^31.2913413^121.2032534^31.292624800000002^121.205013^31.2927119^121.20517930000001^31.292807^121.20539040000001
169,service,347.4306043069097,"[u'1759597965', u'1759597585', u'1759597630', u'1759597810', u'1759597836']",^31.292807^121.20539040000001^31.2927119^121.20517930000001^31.292624800000002^121.205013^31.2913413^121.2032534^31.2907614^121.2038591
170,service,10.6184663530029,"[u'1759597965', u'1759597953']",^31.292807^121.20539040000001^31.2928494^121.20549040000002
171,service,10.618466353035265,"[u'1759597953', u'1759597965']",^31.2928494^121.20549040000002^31.292807^121.20539040000001
172,service,97.10479616695623,"[u'1759597953', u'1759598080', u'1759597967', u'1759597969']",^31.2928494^121.20549040000002^31.2929365^121.20579620000001^31.293019^121.206102^31.2931016^121.20646670000001
173,service,97.10479616712122,"[u'1759597969', u'1759597967', u'1759598080', u'1759597953']",^31.2931016^121.20646670000001^31.293019^121.206102^31.2929365^121.20579620000001^31.2928494^121.20549040000002
174,service,655.4753283694637,"[u'1759597969', u'1797222872', u'1759597853', u'1797222874', u'1759597573', u'1759597589', u'1759597775', u'1759597847', u'1759597506', u'1797222871', u'1759598191', u'1759597910', u'1759598115', u'1759597991', u'1759598004', u'1759597984', u'1759597632', u'1759598097', u'3729481563', u'3878436152']",^31.2931016^121.20646670000001^31.293138399999997^121.2067176^31.293159499999998^121.20696070000001^31.293168599999998^121.20715459999998^31.293171700000002^121.2073388^31.293170399999997^121.20769809999999^31.293114199999998^121.2097837^31.293099100000003^121.2099685^31.293079499999997^121.21010690000001^31.293055499999998^121.2102428^31.293037800000004^121.2103584^31.2930238^121.21051259999999^31.2930145^121.21077949999999^31.293023600000005^121.21110130000001^31.2930488^121.21133710000001^31.2930626^121.21159990000001^31.293019^121.21245320000001^31.2929723^121.2131245^31.2929626^121.2132175^31.2929511^121.2133288
175,service,655.4753283695442,"[u'3878436152', u'3729481563', u'1759598097', u'1759597632', u'1759597984', u'1759598004', u'1759597991', u'1759598115', u'1759597910', u'1759598191', u'1797222871', u'1759597506', u'1759597847', u'1759597775', u'1759597589', u'1759597573', u'1797222874', u'1759597853', u'1797222872', u'1759597969']",^31.2929511^121.2133288^31.2929626^121.2132175^31.2929723^121.2131245^31.293019^121.21245320000001^31.2930626^121.21159990000001^31.2930488^121.21133710000001^31.293023600000005^121.21110130000001^31.2930145^121.21077949999999^31.2930238^121.21051259999999^31.293037800000004^121.2103584^31.293055499999998^121.2102428^31.293079499999997^121.21010690000001^31.293099100000003^121.2099685^31.293114199999998^121.2097837^31.293170399999997^121.20769809999999^31.293171700000002^121.2073388^31.293168599999998^121.20715459999998^31.293159499999998^121.20696070000001^31.293138399999997^121.2067176^31.2931016^121.20646670000001
176,service,74.4226759013142,"[u'3878436152', u'1759597510', u'1759597631', u'1759597663']",^31.2929511^121.2133288^31.292935999999997^121.213474^31.292899699999996^121.2137956^31.292857899999998^121.21410279999999
177,service,74.42267590136973,"[u'1759597663', u'1759597631', u'1759597510', u'3878436152']",^31.292857899999998^121.21410279999999^31.292899699999996^121.2137956^31.292935999999997^121.213474^31.2929511^121.2133288
178,service,271.6848222892291,"[u'1759597663', u'1759597524', u'1759597735', u'1797189481', u'1759598160', u'1797189474', u'1759597722']",^31.292857899999998^121.21410279999999^31.292719599999998^121.2148366^31.2925409^121.21567549999999^31.2924957^121.2159101^31.292445299999997^121.2161843^31.2924086^121.21643259999999^31.2923563^121.21689369999999
179,service,271.6848222893106,"[u'1759597722', u'1797189474', u'1759598160', u'1797189481', u'1759597735', u'1759597524', u'1759597663']",^31.2923563^121.21689369999999^31.2924086^121.21643259999999^31.292445299999997^121.2161843^31.2924957^121.2159101^31.2925409^121.21567549999999^31.292719599999998^121.2148366^31.292857899999998^121.21410279999999
180,service,72.68950898244718,"[u'1759597981', u'1759598182', u'1759597903', u'1759597891']",^31.2921206^121.2057479^31.2918272^121.2056996^31.2916667^121.2056567^31.2914788^121.2055977
181,service,72.68950898205031,"[u'1759597891', u'1759597903', u'1759598182', u'1759597981']",^31.2914788^121.2055977^31.2916667^121.2056567^31.2918272^121.2056996^31.2921206^121.2057479
182,service,70.42859269063543,"[u'1759597891', u'1759598013', u'1759597783', u'1759597669']",^31.2914788^121.2055977^31.2912267^121.20549040000002^31.291052500000003^121.20540459999998^31.290892^121.2053159
183,service,70.42859269071317,"[u'1759597669', u'1759597783', u'1759598013', u'1759597891']",^31.290892^121.2053159^31.291052500000003^121.20540459999998^31.2912267^121.20549040000002^31.2914788^121.2055977
184,service,109.36336179951105,"[u'1759597669', u'1759597502', u'1759598156', u'1759598112']",^31.290892^121.2053159^31.2906124^121.20509879999999^31.2903603^121.20486809999998^31.290114000000003^121.2046129
185,service,109.3633617995521,"[u'1759598112', u'1759598156', u'1759597502', u'1759597669']",^31.290114000000003^121.2046129^31.2903603^121.20486809999998^31.2906124^121.20509879999999^31.290892^121.2053159
186,service,17.94394803114157,"[u'1759598112', u'1759597595']",^31.290114000000003^121.2046129^31.290007300000003^121.2044712
187,service,17.94394803096737,"[u'1759597595', u'1759598112']",^31.290007300000003^121.2044712^31.290114000000003^121.2046129
188,service,52.413407347615674,"[u'1759597595', u'1759598197']",^31.290007300000003^121.2044712^31.2897002^121.2040527
189,service,52.41340734779826,"[u'1759598197', u'1759597595']",^31.2897002^121.2040527^31.290007300000003^121.2044712
190,service,34.792813709138954,"[u'1759598234', u'1759598123']",^31.2913^121.2102001^31.2912817^121.2105649
191,service,34.792813709133576,"[u'1759598123', u'1759598234']",^31.2912817^121.2105649^31.2913^121.2102001
192,service,137.07355590904922,"[u'1759598158', u'1759597624']",^31.2913848^121.2071582^31.290312100000005^121.20644250000001
193,service,137.07355590910174,"[u'1759597624', u'1759598158']",^31.290312100000005^121.20644250000001^31.2913848^121.2071582
194,service,129.668971330432,"[u'1759597624', u'1759597943']",^31.290312100000005^121.20644250000001^31.2893025^121.2057551
195,service,129.66897133044301,"[u'1759597943', u'1759597624']",^31.2893025^121.2057551^31.290312100000005^121.20644250000001
196,service,10.342527762513027,"[u'1759597943', u'1759597597']",^31.2893025^121.2057551^31.289225199999997^121.20569429999999
197,service,10.342527762151867,"[u'1759597597', u'1759597943']",^31.289225199999997^121.20569429999999^31.2893025^121.2057551
198,service,137.82063197654526,"[u'1759597597', u'1759597882']",^31.289225199999997^121.20569429999999^31.2883686^121.20464540000002
199,service,137.82063197635293,"[u'1759597882', u'1759597597']",^31.2883686^121.20464540000002^31.289225199999997^121.20569429999999
200,service,67.25444356193464,"[u'1759597882', u'1759597858', u'1759597901', u'1759598068', u'1759598007', u'1759597739']",^31.2883686^121.20464540000002^31.2881462^121.2043825^31.2880729^121.2043182^31.2880064^121.2042672^31.287942200000003^121.2042243^31.287901^121.2042055
201,service,67.25444356226474,"[u'1759597739', u'1759598007', u'1759598068', u'1759597901', u'1759597858', u'1759597882']",^31.287901^121.2042055^31.287942200000003^121.2042243^31.2880064^121.2042672^31.2880729^121.2043182^31.2881462^121.2043825^31.2883686^121.20464540000002
202,service,268.3342515466101,"[u'1759597739', u'1759597733', u'1759597994', u'1759597715', u'1759597683', u'1759598218', u'1759598074', u'1759598016', u'1759598179', u'1759598050']",^31.287901^121.2042055^31.287828899999997^121.20418000000001^31.287726799999998^121.20416259999999^31.2875434^121.20416259999999^31.2873738^121.2041975^31.2872087^121.20428059999999^31.287139899999996^121.2043231^31.2870827^121.20437179999999^31.2869473^121.20455109999999^31.2860625^121.20574199999999
203,service,268.3342515467141,"[u'1759598050', u'1759598179', u'1759598016', u'1759598074', u'1759598218', u'1759597683', u'1759597715', u'1759597994', u'1759597733', u'1759597739']",^31.2860625^121.20574199999999^31.2869473^121.20455109999999^31.2870827^121.20437179999999^31.287139899999996^121.2043231^31.2872087^121.20428059999999^31.2873738^121.2041975^31.2875434^121.20416259999999^31.287726799999998^121.20416259999999^31.287828899999997^121.20418000000001^31.287901^121.2042055
204,service,101.35364280684344,"[u'1486922516', u'3878436137', u'3878436134', u'3878436138', u'1759598121']",^31.2877292^121.21051999999999^31.2879415^121.2106789^31.2879859^121.2107122^31.288030100000004^121.2107453^31.2884981^121.21109569999999
205,service,101.35364280735676,"[u'1759598121', u'3878436138', u'3878436134', u'3878436137', u'1486922516']",^31.2884981^121.21109569999999^31.288030100000004^121.2107453^31.2879859^121.2107122^31.2879415^121.2106789^31.2877292^121.21051999999999
206,service,306.279797320319,"[u'1759598121', u'2695865774', u'1759597736', u'1759597518', u'1759598029']",^31.2884981^121.21109569999999^31.289336199999997^121.2117338^31.2900967^121.21233490000002^31.290440500000003^121.2125924^31.290832399999996^121.21280719999999
207,service,306.27979731988,"[u'1759598029', u'1759597518', u'1759597736', u'2695865774', u'1759598121']",^31.290832399999996^121.21280719999999^31.290440500000003^121.2125924^31.2900967^121.21233490000002^31.289336199999997^121.2117338^31.2884981^121.21109569999999
208,service,125.32644338435487,"[u'1759598029', u'1759597712', u'1759597779', u'1759597940']",^31.290832399999996^121.21280719999999^31.2913642^121.2130325^31.291685100000002^121.2131452^31.2919097^121.21319879999999
209,service,125.32644338414451,"[u'1759597940', u'1759597779', u'1759597712', u'1759598029']",^31.2919097^121.21319879999999^31.291685100000002^121.2131452^31.2913642^121.2130325^31.290832399999996^121.21280719999999
210,service,100.22332637543352,"[u'1759597940', u'1759597554', u'1759597690']",^31.2919097^121.21319879999999^31.2923223^121.2132632^31.2928082^121.21331119999999
211,service,100.22332637530157,"[u'1759597690', u'1759597554', u'1759597940']",^31.2928082^121.21331119999999^31.2923223^121.2132632^31.2919097^121.21319879999999
212,service,159.45185903589513,"[u'1486922515', u'2717558629', u'2717862472', u'2717862497', u'1759597743']",^31.2877146^121.21011229999999^31.288064399999996^121.20951709999999^31.2883805^121.20897920000002^31.2884928^121.2087881^31.2885268^121.20873030000001
213,service,159.4518590359441,"[u'1759597743', u'2717862497', u'2717862472', u'2717558629', u'1486922515']",^31.2885268^121.20873030000001^31.2884928^121.2087881^31.2883805^121.20897920000002^31.288064399999996^121.20951709999999^31.2877146^121.21011229999999
214,service,151.45629410967223,"[u'1759597882', u'1759597686', u'1759597544']",^31.2883686^121.20464540000002^31.289123200000002^121.203604^31.2892555^121.2034358
215,service,151.45629410965444,"[u'1759597544', u'1759597686', u'1759597882']",^31.2892555^121.2034358^31.289123200000002^121.203604^31.2883686^121.20464540000002
216,service,67.8283988188244,"[u'1759597544', u'1759597550', u'1759597706']",^31.2892555^121.2034358^31.289447999999997^121.20318909999999^31.289690999999998^121.2029369
217,service,67.82839881917243,"[u'1759597706', u'1759597550', u'1759597544']",^31.289690999999998^121.2029369^31.289447999999997^121.20318909999999^31.2892555^121.2034358
218,service,24.054422303586154,"[u'1759597608', u'1759597781']",^31.289480199999996^121.2094679^31.2896017^121.20925859999998
219,service,24.0544223035535,"[u'1759597781', u'1759597608']",^31.2896017^121.20925859999998^31.289480199999996^121.2094679
220,service,99.43423586592236,"[u'1759597690', u'1759597643', u'1759597680']",^31.2928082^121.21331119999999^31.292324600000004^121.2131771^31.2919326^121.21308619999999
221,service,99.43423586596157,"[u'1759597680', u'1759597643', u'1759597690']",^31.2919326^121.21308619999999^31.292324600000004^121.2131771^31.2928082^121.21331119999999
222,service,124.43005529583463,"[u'1759597680', u'1759597519', u'1759597951', u'1759597666']",^31.2919326^121.21308619999999^31.291556699999997^121.2129896^31.291190000000004^121.21285549999999^31.290873699999995^121.21267309999999
223,service,124.43005529599444,"[u'1759597666', u'1759597951', u'1759597519', u'1759597680']",^31.290873699999995^121.21267309999999^31.291190000000004^121.21285549999999^31.291556699999997^121.2129896^31.2919326^121.21308619999999
224,service,302.9151783622029,"[u'1759597666', u'1759598173', u'1759597800', u'2717544113', u'2717544102', u'1759597852']",^31.290873699999995^121.21267309999999^31.2905528^121.2125014^31.290227299999998^121.21228149999999^31.289216800000002^121.2114855^31.289052299999998^121.21135590000002^31.288554100000002^121.21100109999999
